,item_id,answer
0,1,True
1,3,False
2,8,False
3,9,True
4,10,False
5,11,False
6,12,False
7,13,False
8,14,False
9,15,True
10,16,True
11,17,True
12,18,True
13,19,False
14,20,True
15,21,True
16,22,True
17,23,True
18,24,False
19,25,False
20,26,True
21,27,True
22,28,False
23,29,False
24,30,False
25,31,True
26,32,False
27,33,True
28,34,True
29,35,False
30,36,True
31,37,False
32,38,False
33,39,True
34,40,False
35,41,False
36,42,False
37,43,True
38,44,True
39,45,True
40,46,False
41,47,False
42,48,True
43,50,False
44,51,False
45,52,False
46,53,False
47,54,True
48,55,True
49,56,True
50,57,False
51,58,False
52,59,True
53,60,False
54,61,True
55,62,False
56,63,True
57,64,True
58,65,False
59,66,False
60,67,False
61,68,False
62,69,True
63,70,True
64,71,False
65,72,False
66,73,True
67,74,False
68,76,True
69,77,True
70,78,True
71,79,False
72,80,True
73,81,True
74,82,False
75,83,True
76,84,True
77,85,False
78,86,False
79,87,False
80,88,True
81,89,True
82,90,False
83,91,True
84,92,False
85,93,False
86,94,False
87,97,True
88,98,False
89,99,False
90,100,True
91,101,False
92,103,True
93,104,False
94,105,True
95,106,True
96,107,True
97,108,True
98,109,False
99,110,True
100,111,False
101,112,True
102,113,True
103,114,True
104,115,True
105,116,True
106,117,False
107,118,False
108,119,False
109,120,False
110,121,False
111,122,True
112,123,False
113,124,True
114,125,True
115,126,False
116,127,True
117,128,True
118,129,True
119,130,False
120,131,False
121,132,False
122,133,False
123,134,True
124,135,False
125,136,True
126,137,False
127,138,True
128,139,False
129,140,True
130,141,True
131,142,False
132,143,False
133,144,False
134,145,False
135,146,False
136,147,True
137,148,True
138,149,False
139,150,True
140,151,True
141,152,False
142,153,True
143,154,True
144,155,False
145,156,True
146,157,False
147,158,False
148,159,True
149,160,True
150,161,True
151,162,True
152,163,True
153,164,True
154,165,False
155,166,True
156,167,False
157,168,True
158,169,False
159,170,True
160,171,False
161,172,True
162,173,True
163,174,True
164,175,False
165,176,True
166,177,True
167,178,False
168,179,False
169,180,False
170,181,False
171,182,False
172,183,False
173,184,False
174,185,False
175,186,True
176,187,True
177,188,False
178,189,True
179,190,True
180,191,True
181,192,True
182,194,True
183,195,True
184,196,False
185,197,False
186,198,True
187,199,False
188,201,True
189,203,True
190,204,True
191,208,False
192,209,False
193,212,False
194,214,True
195,215,True
196,219,True
197,231,False
198,232,True
199,234,True
200,240,True
201,254,True
202,258,True
203,261,False
204,262,False
205,263,True
206,264,False
207,265,True
208,266,False
209,267,True
210,268,False
211,269,True
212,270,False
213,271,False
214,272,False
215,273,False
216,274,True
217,275,True
218,276,True
219,277,False
220,278,True
221,279,True
222,280,False
223,281,False
224,282,False
225,283,True
226,284,False
227,285,False
228,286,False
229,287,False
230,288,True
231,289,True
232,290,False
233,291,True
234,292,False
235,293,True
236,294,True
237,295,True
238,296,True
239,297,True
240,298,True
241,299,True
242,300,False
243,301,False
244,302,False
245,303,False
246,304,True
247,305,False
248,306,True
249,307,True
250,308,False
251,309,False
252,310,True
253,311,False
254,312,False
255,313,True
256,314,False
257,315,True
258,316,False
259,317,False
260,318,False
261,319,True
262,320,False
263,321,False
264,322,True
265,323,True
266,324,False
267,325,False
268,326,False
269,327,False
270,328,True
271,329,True
272,330,True
273,331,False
274,332,False
275,333,False
276,334,True
277,335,False
278,336,False
279,337,False
280,338,False
281,339,False
282,340,True
283,341,True
284,342,False
285,343,False
286,344,True
287,345,True
288,346,True
289,347,False
290,348,False
291,349,True
292,350,True
293,351,False
294,352,False
295,353,False
296,354,False
297,355,True
298,356,True
299,357,True
300,358,False
301,359,True
302,360,False
303,361,True
304,362,False
305,363,True
306,364,False
307,365,False
308,366,True
309,367,False
310,368,True
311,369,True
312,370,False
313,371,False
314,372,False
315,373,False
316,374,False
317,375,False
318,376,False
319,377,True
320,378,True
321,379,True
322,380,True
323,381,False
324,382,True
325,383,True
326,384,True
327,385,True
328,386,False
329,387,True
330,388,False
331,389,False
332,390,False
333,391,False
334,392,True
335,393,False
336,394,False
337,395,False
338,396,True
339,397,False
340,398,True
341,399,True
342,400,False
343,401,False
344,402,True
345,403,False
346,404,False
347,405,True
348,406,False
349,407,True
350,408,True
351,409,False
352,410,False
353,411,False
354,412,False
355,413,True
356,414,True
357,415,True
358,416,False
359,417,True
360,418,False
361,419,False
362,420,True
363,421,False
364,422,True
365,423,False
366,424,False
367,425,False
368,426,True
369,427,False
370,428,False
371,429,False
372,430,False
373,431,True
374,432,True
375,433,False
376,434,False
377,435,True
378,436,False
379,437,True
380,438,True
381,439,False
382,440,False
383,441,True
384,442,False
385,443,False
386,444,True
387,445,True
388,446,False
389,447,True
390,448,True
391,449,True
392,450,False
393,451,True
394,452,False
395,453,False
396,454,True
397,455,False
398,456,False
399,457,True
400,458,False
401,459,True
402,460,True
403,461,False
404,462,False
405,463,True
406,464,False
407,465,True
408,466,False
409,467,False
410,468,False
411,469,True
412,470,False
413,471,False
414,472,True
415,473,True
416,474,False
417,475,False
418,476,False
419,477,False
420,478,True
421,479,False
422,480,True
423,481,True
424,482,False
425,483,False
426,484,False
427,485,False
428,486,True
429,487,True
430,488,False
431,489,True
432,490,True
433,491,False
434,493,False
435,494,False
436,495,True
437,496,False
438,497,False
439,498,False
440,499,True
441,500,True
442,501,True
443,502,True
444,503,False
445,504,True
446,505,True
447,506,True
448,507,True
449,508,True
450,509,False
451,510,False
452,511,False
453,512,False
454,513,True
455,514,True
456,516,True
457,517,False
458,518,False
459,519,True
460,520,True
461,521,True
462,522,False
463,523,False
464,524,True
465,525,True
466,526,False
467,527,False
468,528,False
469,529,True
470,530,False
471,531,False
472,532,False
473,533,True
474,534,False
475,535,False
476,536,True
477,537,True
478,538,False
479,539,False
480,540,True
481,541,False
482,542,False
483,543,False
484,544,True
485,545,True
486,546,True
487,547,True
488,548,False
489,549,True
490,550,False
491,551,False
492,552,True
493,553,False
494,554,True
495,555,False
496,556,False
497,557,True
498,558,False
499,559,False
500,560,True
501,561,False
502,562,False
503,563,True
504,564,True
505,565,True
506,566,True
507,567,True
508,568,False
509,569,True
510,570,False
511,571,True
512,572,False
513,573,False
514,574,False
515,575,False
516,576,True
517,577,True
518,578,False
519,579,True
520,580,False
521,581,True
522,582,False
523,583,True
524,584,True
525,585,False
526,586,True
527,587,False
528,588,False
529,589,True
530,591,True
531,592,False
532,593,True
533,594,True
534,595,True
535,596,True
536,597,True
537,598,False
538,599,True
539,600,True
540,601,True
541,602,False
542,603,False
543,604,True
544,605,False
545,606,False
546,607,True
547,608,True
548,609,True
549,610,False
550,611,False
551,612,True
552,613,False
553,614,True
554,615,False
555,616,False
556,617,False
557,618,False
558,619,True
559,620,True
560,621,False
561,622,False
562,623,False
563,624,True
564,625,False
565,626,True
566,627,True
567,628,False
568,629,False
569,630,True
570,631,False
571,632,False
572,633,False
573,634,True
574,635,True
575,636,False
576,637,False
577,638,False
578,639,False
579,640,True
580,641,False
581,642,True
582,643,True
583,644,False
584,645,True
585,646,False
586,647,True
587,648,False
588,649,True
589,650,False
590,651,True
591,652,False
592,653,True
593,654,False
594,655,False
595,656,True
596,657,True
597,658,True
598,660,False
599,661,False
600,662,False
601,663,False
602,664,True
603,665,True
604,666,False
605,667,True
606,668,True
607,669,True
608,670,True
609,671,True
610,672,True
611,673,False
612,674,False
613,675,True
614,676,True
615,677,False
616,678,True
617,679,True
618,680,False
619,681,True
620,682,False
621,683,True
622,684,False
623,685,True
624,686,False
625,687,True
626,688,False
627,689,True
628,690,True
629,691,False
630,692,False
631,693,True
632,694,False
633,695,True
634,696,False
635,697,True
636,698,True
637,699,False
638,700,True
639,701,True
640,702,True
641,703,False
642,704,False
643,705,False
644,706,False
645,707,False
646,708,False
647,709,True
648,710,True
649,711,True
650,712,True
651,713,False
652,714,True
653,715,True
654,716,True
655,717,False
656,718,False
657,719,True
658,720,True
659,721,True
660,722,False
661,723,False
662,724,True
663,725,False
664,726,True
665,727,True
666,728,True
667,729,True
668,730,False
669,731,False
670,732,False
671,733,False
672,734,True
673,735,False
674,736,True
675,737,False
676,738,True
677,739,True
678,740,True
679,741,True
680,742,True
681,743,False
682,744,False
683,745,True
684,746,True
685,747,False
686,748,False
687,750,True
688,751,False
689,752,False
690,753,False
691,754,True
692,755,True
693,756,False
694,757,True
695,758,False
696,759,True
697,760,True
698,761,True
699,762,True
700,763,False
701,764,False
702,765,True
703,766,True
704,767,True
705,768,True
706,769,False
707,770,True
708,771,True
709,772,True
710,773,True
711,774,False
712,775,False
713,776,False
714,777,True
715,778,True
716,779,False
717,780,True
718,781,False
719,782,False
720,783,False
721,784,True
722,785,False
723,786,True
724,787,True
725,788,True
726,789,True
727,790,False
728,791,False
729,792,True
730,793,False
731,794,False
732,795,False
733,797,False
734,798,False
735,799,False
736,800,True
737,801,True
738,802,True
739,803,False
740,804,True
741,805,False
742,806,True
743,807,False
744,808,False
745,809,False
746,811,True
747,812,True
748,813,False
749,814,True
750,815,False
751,816,True
752,817,True
753,818,True
754,819,True
755,820,True
756,821,True
757,822,True
758,823,False
759,824,True
760,825,True
761,826,True
762,827,False
763,828,True
764,829,True
765,830,True
766,831,True
767,832,True
768,833,True
769,834,False
770,835,True
771,836,True
772,837,False
773,838,False
774,839,True
775,840,False
776,841,False
777,842,True
778,843,True
779,844,False
780,845,True
781,846,False
782,847,False
783,848,False
784,849,True
785,850,True
786,851,False
787,852,False
788,853,True
789,854,False
790,855,False
791,856,True
792,857,False
793,858,False
794,859,False
795,860,False
796,861,True
797,862,True
798,863,False
799,864,True
800,865,True
801,866,False
802,867,False
803,868,False
804,869,True
805,870,True
806,871,False
807,872,True
808,873,False
809,874,False
810,875,False
811,876,False
812,877,False
813,878,False
814,879,True
815,880,True
816,881,False
817,882,False
818,884,False
819,885,True
820,886,False
821,887,False
822,888,False
823,889,False
824,890,False
825,891,True
826,892,True
827,893,True
828,894,True
829,895,False
830,896,False
831,897,False
832,898,True
833,899,True
834,900,True
835,901,False
836,902,False
837,903,False
838,904,False
839,905,True
840,906,False
841,907,False
842,908,False
843,909,True
844,910,True
845,911,True
846,912,False
847,913,False
848,914,False
849,915,False
850,916,False
851,917,False
852,918,True
853,919,False
854,920,True
855,921,True
856,922,False
857,923,False
858,924,True
859,925,True
860,926,True
861,927,True
862,929,True
863,931,False
864,932,False
865,933,False
866,934,True
867,935,False
868,936,True
869,937,True
870,938,False
871,939,False
872,940,True
873,941,True
874,942,False
875,943,True
876,944,False
877,945,False
878,946,False
879,947,False
880,948,False
881,950,False
882,951,False
883,952,False
884,953,False
885,954,False
886,955,True
887,956,True
888,957,True
889,958,False
890,959,True
891,961,True
892,962,False
893,963,True
894,964,True
895,965,True
896,966,False
897,967,False
898,968,True
899,969,True
900,970,False
901,971,True
902,972,True
903,973,False
904,974,True
905,975,True
906,976,True
907,977,False
908,978,False
909,979,False
910,980,True
911,981,True
912,982,True
913,983,False
914,984,False
915,985,False
916,986,True
917,987,False
918,988,True
919,989,True
920,990,True
921,991,False
922,992,False
923,993,True
924,994,True
925,995,False
926,996,True
927,997,True
928,998,False
929,1000,True
930,1001,True
931,1002,False
932,1003,True
933,1004,True
934,1005,False
935,1006,False
936,1007,True
937,1008,True
938,1009,False
939,1011,True
940,1012,True
941,1013,False
942,1014,False
943,1015,False
944,1016,False
945,1017,True
946,1018,False
947,1019,True
948,1020,False
949,1021,True
950,1022,False
951,1023,True
952,1024,True
953,1025,True
954,1026,True
955,1027,False
956,1028,True
957,1029,False
958,1030,True
959,1031,True
960,1032,False
961,1033,False
962,1034,True
963,1035,True
964,1036,False
965,1037,True
966,1038,True
967,1039,True
968,1040,False
969,1041,False
970,1042,False
971,1043,True
972,1044,True
973,1045,False
974,1046,False
975,1047,False
976,1048,True
977,1049,True
978,1050,False
979,1051,False
980,1052,False
981,1053,False
982,1054,True
983,1055,True
984,1056,False
985,1057,False
986,1058,False
987,1059,False
988,1060,True
989,1061,True
990,1062,True
991,1064,False
992,1065,True
993,1066,False
994,1067,False
995,1068,False
996,1069,False
997,1071,False
998,1072,False
999,1073,False
1000,1074,True
1001,1075,True
1002,1076,True
1003,1077,False
1004,1078,True
1005,1079,False
1006,1080,False
1007,1081,False
1008,1082,False
1009,1083,True
1010,1084,False
1011,1085,True
1012,1086,False
1013,1087,True
1014,1088,True
1015,1089,True
1016,1090,False
1017,1091,True
1018,1092,True
1019,1093,True
1020,1094,False
1021,1095,True
1022,1096,True
1023,1097,True
1024,1098,True
1025,1099,False
1026,1100,False
1027,1101,False
1028,1102,False
1029,1103,True
1030,1104,False
1031,1105,False
1032,1106,True
1033,1108,True
1034,1109,True
1035,1110,False
1036,1111,False
1037,1112,False
1038,1113,False
1039,1114,False
1040,1115,True
1041,1116,True
1042,1117,False
1043,1118,False
1044,1119,True
1045,1120,True
1046,1121,False
1047,1122,True
1048,1123,False
1049,1124,True
1050,1125,False
1051,1126,False
1052,1127,False
1053,1128,True
1054,1129,False
1055,1130,True
1056,1131,True
1057,1132,True
1058,1133,True
1059,1134,False
1060,1135,False
1061,1136,False
1062,1137,True
1063,1138,True
1064,1139,False
1065,1140,True
1066,1141,True
1067,1142,False
1068,1143,True
1069,1144,False
1070,1145,False
1071,1146,False
1072,1147,True
1073,1148,False
1074,1149,False
1075,1150,False
1076,1151,True
1077,1152,True
1078,1153,True
1079,1154,False
1080,1155,True
1081,1156,True
1082,1157,True
1083,1158,False
1084,1159,True
1085,1160,False
1086,1161,True
1087,1162,True
1088,1163,False
1089,1164,False
1090,1165,True
1091,1166,True
1092,1167,True
1093,1168,False
1094,1169,False
1095,1170,True
1096,1171,False
1097,1172,False
1098,1173,False
1099,1175,False
1100,1176,True
1101,1177,True
1102,1178,False
1103,1179,False
1104,1180,True
1105,1181,True
1106,1182,False
1107,1183,True
1108,1184,False
1109,1185,False
1110,1186,True
1111,1187,True
1112,1188,False
1113,1189,True
1114,1190,False
1115,1191,False
1116,1192,False
1117,1193,True
1118,1194,False
1119,1195,True
1120,1196,False
1121,1197,True
1122,1198,False
1123,1199,True
1124,1200,False
1125,1201,False
1126,1202,True
1127,1203,False
1128,1204,True
1129,1205,False
1130,1206,True
1131,1207,False
1132,1208,True
1133,1209,False
1134,1210,True
1135,1212,False
1136,1213,True
1137,1214,False
1138,1215,False
1139,1217,True
1140,1218,False
1141,1219,True
1142,1220,True
1143,1221,True
1144,1222,True
1145,1223,True
1146,1224,False
1147,1225,True
1148,1226,True
1149,1227,False
1150,1228,True
1151,1229,True
1152,1230,False
1153,1231,True
1154,1232,False
1155,1233,True
1156,1234,True
1157,1235,True
1158,1236,False
1159,1237,False
1160,1238,False
1161,1239,False
1162,1240,False
1163,1241,True
1164,1242,True
1165,1243,True
1166,1244,False
1167,1245,True
1168,1246,False
1169,1247,True
1170,1248,False
1171,1249,False
1172,1251,True
1173,1252,False
1174,1253,True
1175,1254,False
1176,1255,False
1177,1256,True
1178,1257,False
1179,1258,True
1180,1259,False
1181,1260,True
1182,1261,True
1183,1262,True
1184,1263,True
1185,1264,True
1186,1265,False
1187,1266,False
1188,1267,True
1189,1268,False
1190,1269,True
1191,1270,True
1192,1271,False
1193,1272,False
1194,1273,True
1195,1274,True
1196,1275,False
1197,1278,True
1198,1279,False
1199,1280,False
1200,1281,True
1201,1283,False
1202,1284,True
1203,1285,True
1204,1286,True
1205,1287,True
1206,1288,True
1207,1289,False
1208,1290,True
1209,1291,True
1210,1292,False
1211,1293,False
1212,1294,False
1213,1295,True
1214,1296,True
1215,1297,True
1216,1298,False
1217,1299,True
1218,1300,True
1219,1301,True
1220,1302,True
1221,1303,False
1222,1304,False
1223,1305,True
1224,1306,True
1225,1307,True
1226,1308,True
1227,1309,True
1228,1310,False
1229,1311,True
1230,1312,False
1231,1313,False
1232,1314,True
1233,1315,False
1234,1316,False
1235,1317,True
1236,1318,False
1237,1319,False
1238,1320,True
1239,1321,True
1240,1322,False
1241,1323,False
1242,1324,True
1243,1325,False
1244,1326,False
1245,1327,False
1246,1328,True
1247,1329,False
1248,1330,False
1249,1331,True
1250,1332,True
1251,1333,False
1252,1334,True
1253,1335,False
1254,1336,True
1255,1337,True
1256,1338,True
1257,1339,True
1258,1340,True
1259,1341,False
1260,1342,False
1261,1343,False
1262,1344,True
1263,1345,True
1264,1346,True
1265,1347,True
1266,1348,True
1267,1349,True
1268,1350,True
1269,1351,False
1270,1352,False
1271,1353,True
1272,1354,True
1273,1355,True
1274,1356,False
1275,1357,True
1276,1358,True
1277,1359,True
1278,1360,True
1279,1361,True
1280,1362,False
1281,1363,False
1282,1364,True
1283,1365,False
1284,1366,False
